Line,Station,Code,day_of_week,hour,route_day_hour_avg_delay,route_hour_avg_delay,route_avg_delay
Line 1,BLOOR STATION,MUO,4,17,0.0,0.0,2.2
Line 1,BLOOR STATION,MUO,5,23,6.0,3.0,2.2
Line 1,BLOOR STATION,MUO,6,12,0.0,0.0,2.2
Line 1,BLOOR STATION,MUO,6,16,0.0,0.0,2.2
Line 1,BLOOR STATION,MUPAA,0,0,3.0,8.0,2.288
Line 1,BLOOR STATION,MUPAA,0,2,4.0,4.0,2.288
Line 1,BLOOR STATION,MUPAA,0,7,0.0,1.0,2.288
Line 1,BLOOR STATION,MUPAA,0,8,3.0,0.6666666666666666,2.288
Line 1,BLOOR STATION,MUPAA,0,10,5.0,3.0,2.288
Line 1,BLOOR STATION,MUPAA,0,15,3.0,3.2857142857142856,2.288
Line 1,BLOOR STATION,MUPAA,0,17,1.5,1.8333333333333333,2.288
Line 1,BLOOR STATION,MUPAA,0,18,0.0,1.8181818181818181,2.288
Line 1,BLOOR STATION,MUPAA,0,21,4.0,2.0,2.288
Line 1,BLOOR STATION,MUPAA,0,22,6.0,3.5,2.288
Line 1,BLOOR STATION,MUPAA,0,23,4.0,4.0,2.288
Line 1,BLOOR STATION,MUPAA,1,8,0.0,0.6666666666666666,2.288
Line 1,BLOOR STATION,MUPAA,1,9,3.0,3.25,2.288
Line 1,BLOOR STATION,MUPAA,1,11,3.0,1.8333333333333333,2.288
Line 1,BLOOR STATION,MUPAA,1,12,0.0,2.8,2.288
Line 1,BLOOR STATION,MUPAA,1,13,1.3333333333333333,2.3333333333333335,2.288
Line 1,BLOOR STATION,MUPAA,1,14,1.5,2.6,2.288
Line 1,BLOOR STATION,MUPAA,1,16,0.0,1.0,2.288
Line 1,BLOOR STATION,MUPAA,1,17,2.0,1.8333333333333333,2.288
Line 1,BLOOR STATION,MUPAA,1,18,0.0,1.8181818181818181,2.288
Line 1,BLOOR STATION,MUPAA,1,19,5.0,3.1666666666666665,2.288
Line 1,BLOOR STATION,MUPAA,1,20,0.0,2.9,2.288
Line 1,BLOOR STATION,MUPAA,1,21,2.5,2.0,2.288
Line 1,BLOOR STATION,MUPAA,1,22,4.5,3.5,2.288
Line 1,BLOOR STATION,MUPAA,1,23,0.0,4.0,2.288
Line 1,BLOOR STATION,MUPAA,2,0,13.0,8.0,2.288
Line 1,BLOOR STATION,MUPAA,2,1,0.0,1.0,2.288
Line 1,BLOOR STATION,MUPAA,2,6,3.0,1.5,2.288
Line 1,BLOOR STATION,MUPAA,2,7,2.0,1.0,2.288
Line 1,BLOOR STATION,MUPAA,2,8,0.5,0.6666666666666666,2.288
Line 1,BLOOR STATION,MUPAA,2,9,3.0,3.25,2.288
Line 1,BLOOR STATION,MUPAA,2,11,2.5,1.8333333333333333,2.288
Line 1,BLOOR STATION,MUPAA,2,12,0.0,2.8,2.288
Line 1,BLOOR STATION,MUPAA,2,14,3.5,2.6,2.288
Line 1,BLOOR STATION,MUPAA,2,16,0.0,1.0,2.288
Line 1,BLOOR STATION,MUPAA,2,17,1.5,1.8333333333333333,2.288
Line 1,BLOOR STATION,MUPAA,2,19,3.5,3.1666666666666665,2.288
Line 1,BLOOR STATION,MUPAA,2,20,5.0,2.9,2.288
Line 1,BLOOR STATION,MUPAA,2,21,0.0,2.0,2.288
Line 1,BLOOR STATION,MUPAA,3,1,1.5,1.0,2.288
Line 1,BLOOR STATION,MUPAA,3,6,0.0,1.5,2.288
Line 1,BLOOR STATION,MUPAA,3,7,0.0,1.0,2.288
Line 1,BLOOR STATION,MUPAA,3,9,4.0,3.25,2.288
Line 1,BLOOR STATION,MUPAA,3,11,0.0,1.8333333333333333,2.288
Line 1,BLOOR STATION,MUPAA,3,13,2.0,2.3333333333333335,2.288
Line 1,BLOOR STATION,MUPAA,3,15,4.0,3.2857142857142856,2.288
Line 1,BLOOR STATION,MUPAA,3,16,2.6666666666666665,1.0,2.288
Line 1,BLOOR STATION,MUPAA,3,17,1.0,1.8333333333333333,2.288
Line 1,BLOOR STATION,MUPAA,3,18,2.3333333333333335,1.8181818181818181,2.288
Line 1,BLOOR STATION,MUPAA,3,19,1.5,3.1666666666666665,2.288
Line 1,BLOOR STATION,MUPAA,3,20,2.3333333333333335,2.9,2.288
Line 1,BLOOR STATION,MUPAA,3,21,0.0,2.0,2.288
Line 1,BLOOR STATION,MUPAA,3,22,0.0,3.5,2.288
Line 1,BLOOR STATION,MUPAA,4,1,0.0,1.0,2.288
Line 1,BLOOR STATION,MUPAA,4,9,3.0,3.25,2.288
Line 1,BLOOR STATION,MUPAA,4,10,4.0,3.0,2.288
Line 1,BLOOR STATION,MUPAA,4,11,1.5,1.8333333333333333,2.288
Line 1,BLOOR STATION,MUPAA,4,12,4.0,2.8,2.288
Line 1,BLOOR STATION,MUPAA,4,14,3.0,2.6,2.288
Line 1,BLOOR STATION,MUPAA,4,15,3.5,3.2857142857142856,2.288
Line 1,BLOOR STATION,MUPAA,4,18,3.0,1.8181818181818181,2.288
Line 1,BLOOR STATION,MUPAA,4,19,4.0,3.1666666666666665,2.288
Line 1,BLOOR STATION,MUPAA,4,20,3.0,2.9,2.288
Line 1,BLOOR STATION,MUPAA,4,21,3.0,2.0,2.288
Line 1,BLOOR STATION,MUPAA,4,22,3.0,3.5,2.288
Line 1,BLOOR STATION,MUPAA,5,1,0.0,1.0,2.288
Line 1,BLOOR STATION,MUPAA,5,6,3.0,1.5,2.288
Line 1,BLOOR STATION,MUPAA,5,17,7.0,1.8333333333333333,2.288
Line 1,BLOOR STATION,MUPAA,5,18,1.0,1.8181818181818181,2.288
Line 1,BLOOR STATION,MUPAA,5,23,7.0,4.0,2.288
Line 1,BLOOR STATION,MUPAA,6,1,3.0,1.0,2.288
Line 1,BLOOR STATION,MUPAA,6,10,0.0,3.0,2.288
Line 1,BLOOR STATION,MUPAA,6,12,5.0,2.8,2.288
Line 1,BLOOR STATION,MUPAA,6,13,6.0,2.3333333333333335,2.288
Line 1,BLOOR STATION,MUPAA,6,16,0.0,1.0,2.288
Line 1,BLOOR STATION,MUPAA,6,17,0.0,1.8333333333333333,2.288
Line 1,BLOOR STATION,MUPAA,6,18,3.5,1.8181818181818181,2.288
Line 1,BLOOR STATION,MUPAA,6,20,3.0,2.9,2.288
Line 1,BLOOR STATION,MUPAA,6,22,3.0,3.5,2.288
Line 1,BLOOR STATION,MUPAA,6,23,5.0,4.0,2.288
Line 1,BLOOR STATION,MUPLB,0,18,26.0,26.0,9.0
Line 1,BLOOR STATION,MUPLB,1,17,0.0,4.0,9.0
Line 1,BLOOR STATION,MUPLB,1,19,14.0,14.0,9.0
Line 1,BLOOR STATION,MUPLB,2,7,0.0,0.0,9.0
Line 1,BLOOR STATION,MUPLB,3,5,0.0,0.0,9.0
Line 1,BLOOR STATION,MUPLB,3,8,15.0,15.0,9.0
Line 1,BLOOR STATION,MUPLB,3,17,8.0,4.0,9.0
Line 1,BLOOR STATION,MUPR1,5,19,48.0,48.0,48.0
Line 1,BLOOR STATION,MUSAN,0,9,3.0,5.5,4.6
Line 1,BLOOR STATION,MUSAN,0,12,4.0,4.0,4.6
Line 1,BLOOR STATION,MUSAN,0,13,7.0,7.0,4.6
Line 1,BLOOR STATION,MUSAN,0,16,10.0,8.5,4.6
Line 1,BLOOR STATION,MUSAN,0,17,3.0,3.0,4.6
Line 1,BLOOR STATION,MUSAN,0,18,4.0,3.5,4.6
Line 1,BLOOR STATION,MUSAN,1,15,3.0,3.5,4.6
Line 1,BLOOR STATION,MUSAN,1,17,3.0,3.0,4.6
Line 1,BLOOR STATION,MUSAN,1,18,3.0,3.5,4.6
Line 1,BLOOR STATION,MUSAN,1,19,4.0,4.5,4.6
Line 1,BLOOR STATION,MUSAN,2,8,3.0,3.0,4.6
Line 1,BLOOR STATION,MUSAN,2,14,4.0,4.0,4.6
Line 1,BLOOR STATION,MUSAN,2,16,7.0,8.5,4.6
Line 1,BLOOR STATION,MUSAN,2,19,5.0,4.5,4.6
Line 1,BLOOR STATION,MUSAN,3,11,4.0,4.0,4.6
Line 1,BLOOR STATION,MUSAN,3,15,4.0,3.5,4.6
Line 1,BLOOR STATION,MUSAN,4,0,5.0,5.0,4.6
Line 1,BLOOR STATION,MUSAN,4,7,3.0,3.0,4.6
Line 1,BLOOR STATION,MUSAN,4,9,8.0,5.5,4.6
Line 1,BLOOR STATION,MUSAN,4,10,5.0,5.0,4.6
Line 1,BLOOR STATION,MUTO,1,8,5.0,5.0,3.0
Line 1,BLOOR STATION,MUTO,1,23,3.0,3.5,3.0
Line 1,BLOOR STATION,MUTO,2,23,4.0,3.5,3.0
Line 1,BLOOR STATION,MUTO,3,11,0.0,0.0,3.0
Line 1,BLOOR STATION,MUWEA,0,5,0.0,0.0,2.0
Line 1,BLOOR STATION,MUWEA,0,6,4.0,4.0,2.0
Line 1,BLOOR STATION,MUWR,0,22,0.0,0.0,0.0
Line 1,BLOOR STATION,MUWR,2,16,0.0,0.0,0.0
Line 1,BLOOR STATION,PUEME,3,6,3.0,3.0,3.0
Line 1,BLOOR STATION,PUMEL,0,8,0.0,0.0,0.0
Line 1,BLOOR STATION,PUMEL,0,9,0.0,0.0,0.0
Line 1,BLOOR STATION,PUMEL,0,14,0.0,0.0,0.0
Line 1,BLOOR STATION,PUMEL,0,15,0.0,0.0,0.0
Line 1,BLOOR STATION,PUMEL,1,13,0.0,0.0,0.0
Line 1,BLOOR STATION,PUMEL,1,16,0.0,0.0,0.0
Line 1,BLOOR STATION,PUMEL,2,3,0.0,0.0,0.0
Line 1,BLOOR STATION,PUMEL,2,7,0.0,0.0,0.0
Line 1,BLOOR STATION,PUMEL,2,11,0.0,0.0,0.0
Line 1,BLOOR STATION,PUMEL,2,12,0.0,0.0,0.0
Line 1,BLOOR STATION,PUMEL,2,13,0.0,0.0,0.0
Line 1,BLOOR STATION,PUMEL,2,23,0.0,0.0,0.0
Line 1,BLOOR STATION,PUMEL,3,11,0.0,0.0,0.0
Line 1,BLOOR STATION,PUMEL,3,13,0.0,0.0,0.0
Line 1,BLOOR STATION,PUMEL,3,14,0.0,0.0,0.0
Line 1,BLOOR STATION,PUMEL,3,15,0.0,0.0,0.0
Line 1,BLOOR STATION,PUMEL,3,16,0.0,0.0,0.0
Line 1,BLOOR STATION,PUMEL,3,19,0.0,0.0,0.0
Line 1,BLOOR STATION,PUMEL,3,23,0.0,0.0,0.0
Line 1,BLOOR STATION,PUMEL,4,1,0.0,0.0,0.0
Line 1,BLOOR STATION,PUMEL,4,16,0.0,0.0,0.0
Line 1,BLOOR STATION,PUMEL,4,17,0.0,0.0,0.0
Line 1,BLOOR STATION,PUMEL,5,11,0.0,0.0,0.0
Line 1,BLOOR STATION,PUMEL,5,19,0.0,0.0,0.0
Line 1,BLOOR STATION,PUMEL,6,15,0.0,0.0,0.0
Line 1,BLOOR STATION,PUMEL,6,16,0.0,0.0,0.0
Line 1,BLOOR STATION,PUMEL,6,18,0.0,0.0,0.0
Line 1,BLOOR STATION,PUMO,0,5,0.0,0.0,1.2857142857142858
Line 1,BLOOR STATION,PUMO,0,13,0.0,0.0,1.2857142857142858
Line 1,BLOOR STATION,PUMO,1,15,0.0,0.0,1.2857142857142858
Line 1,BLOOR STATION,PUMO,1,23,0.0,0.0,1.2857142857142858
Line 1,BLOOR STATION,PUMO,3,13,0.0,0.0,1.2857142857142858
Line 1,BLOOR STATION,PUMO,4,2,0.0,0.0,1.2857142857142858
Line 1,BLOOR STATION,PUMO,6,1,9.0,9.0,1.2857142857142858
Line 1,BLOOR STATION,PUMST,0,13,0.0,0.0,0.0
Line 1,BLOOR STATION,PUMST,0,16,0.0,0.0,0.0
Line 1,BLOOR STATION,PUMST,0,17,0.0,0.0,0.0
Line 1,BLOOR STATION,PUMST,0,22,0.0,0.0,0.0
Line 1,BLOOR STATION,PUMST,1,7,0.0,0.0,0.0
Line 1,BLOOR STATION,PUMST,1,13,0.0,0.0,0.0
Line 1,BLOOR STATION,PUMST,1,16,0.0,0.0,0.0
Line 1,BLOOR STATION,PUMST,1,22,0.0,0.0,0.0
Line 1,BLOOR STATION,PUMST,2,13,0.0,0.0,0.0
Line 1,BLOOR STATION,PUMST,2,15,0.0,0.0,0.0
Line 1,BLOOR STATION,PUMST,2,18,0.0,0.0,0.0
Line 1,BLOOR STATION,PUMST,2,22,0.0,0.0,0.0
Line 1,BLOOR STATION,PUMST,3,14,0.0,0.0,0.0
Line 1,BLOOR STATION,PUMST,3,19,0.0,0.0,0.0
Line 1,BLOOR STATION,PUMST,4,8,0.0,0.0,0.0
Line 1,BLOOR STATION,PUMST,4,9,0.0,0.0,0.0
Line 1,BLOOR STATION,PUMST,4,12,0.0,0.0,0.0
Line 1,BLOOR STATION,PUMST,4,13,0.0,0.0,0.0
Line 1,BLOOR STATION,PUMST,4,19,0.0,0.0,0.0
Line 1,BLOOR STATION,PUMST,4,21,0.0,0.0,0.0
Line 1,BLOOR STATION,PUMST,4,22,0.0,0.0,0.0
Line 1,BLOOR STATION,PUMST,5,12,0.0,0.0,0.0
Line 1,BLOOR STATION,PUMST,5,14,0.0,0.0,0.0
Line 1,BLOOR STATION,PUMST,5,23,0.0,0.0,0.0
Line 1,BLOOR STATION,PUMST,6,19,0.0,0.0,0.0
Line 1,BLOOR STATION,PUOPO,0,7,0.0,0.6,1.3461538461538463
Line 1,BLOOR STATION,PUOPO,0,8,0.0,1.0,1.3461538461538463
Line 1,BLOOR STATION,PUOPO,0,9,0.0,2.0,1.3461538461538463
Line 1,BLOOR STATION,PUOPO,0,13,5.0,4.333333333333333,1.3461538461538463
Line 1,BLOOR STATION,PUOPO,0,14,3.5,1.75,1.3461538461538463
Line 1,BLOOR STATION,PUOPO,0,15,0.0,0.0,1.3461538461538463
Line 1,BLOOR STATION,PUOPO,0,20,0.0,0.0,1.3461538461538463
Line 1,BLOOR STATION,PUOPO,1,1,3.0,1.5,1.3461538461538463
Line 1,BLOOR STATION,PUOPO,1,6,0.0,1.75,1.3461538461538463
Line 1,BLOOR STATION,PUOPO,1,7,0.0,0.6,1.3461538461538463
Line 1,BLOOR STATION,PUOPO,1,8,0.0,1.0,1.3461538461538463
Line 1,BLOOR STATION,PUOPO,1,10,4.0,2.0,1.3461538461538463
Line 1,BLOOR STATION,PUOPO,1,13,5.0,4.333333333333333,1.3461538461538463
Line 1,BLOOR STATION,PUOPO,1,14,0.0,1.75,1.3461538461538463
Line 1,BLOOR STATION,PUOPO,1,17,0.0,1.0,1.3461538461538463
Line 1,BLOOR STATION,PUOPO,1,21,0.0,1.25,1.3461538461538463
Line 1,BLOOR STATION,PUOPO,2,1,0.0,1.5,1.3461538461538463
Line 1,BLOOR STATION,PUOPO,2,6,0.0,1.75,1.3461538461538463
Line 1,BLOOR STATION,PUOPO,2,9,4.0,2.0,1.3461538461538463
Line 1,BLOOR STATION,PUOPO,2,11,0.0,1.5,1.3461538461538463
Line 1,BLOOR STATION,PUOPO,2,12,0.0,0.0,1.3461538461538463
Line 1,BLOOR STATION,PUOPO,2,16,2.0,1.5714285714285714,1.3461538461538463
Line 1,BLOOR STATION,PUOPO,2,20,0.0,0.0,1.3461538461538463
Line 1,BLOOR STATION,PUOPO,3,0,0.0,0.0,1.3461538461538463
Line 1,BLOOR STATION,PUOPO,3,7,0.0,0.6,1.3461538461538463
Line 1,BLOOR STATION,PUOPO,3,12,0.0,0.0,1.3461538461538463
Line 1,BLOOR STATION,PUOPO,3,13,3.0,4.333333333333333,1.3461538461538463
Line 1,BLOOR STATION,PUOPO,3,17,3.0,1.0,1.3461538461538463
Line 1,BLOOR STATION,PUOPO,3,18,0.0,1.3333333333333333,1.3461538461538463
Line 1,BLOOR STATION,PUOPO,3,21,2.5,1.25,1.3461538461538463
Line 1,BLOOR STATION,PUOPO,4,6,4.0,1.75,1.3461538461538463
Line 1,BLOOR STATION,PUOPO,4,7,3.0,0.6,1.3461538461538463
Line 1,BLOOR STATION,PUOPO,4,10,0.0,2.0,1.3461538461538463
Line 1,BLOOR STATION,PUOPO,4,11,3.0,1.5,1.3461538461538463
Line 1,BLOOR STATION,PUOPO,4,20,0.0,0.0,1.3461538461538463
Line 1,BLOOR STATION,PUOPO,5,6,3.0,1.75,1.3461538461538463
Line 1,BLOOR STATION,PUOPO,5,8,3.0,1.0,1.3461538461538463
Line 1,BLOOR STATION,PUOPO,5,14,0.0,1.75,1.3461538461538463
Line 1,BLOOR STATION,PUOPO,5,16,2.0,1.5714285714285714,1.3461538461538463
Line 1,BLOOR STATION,PUOPO,5,18,4.0,1.3333333333333333,1.3461538461538463
Line 1,BLOOR STATION,PUOPO,5,19,0.0,0.0,1.3461538461538463
Line 1,BLOOR STATION,PUOPO,5,21,0.0,1.25,1.3461538461538463
Line 1,BLOOR STATION,PUOPO,6,16,1.0,1.5714285714285714,1.3461538461538463
Line 1,BLOOR STATION,PUSAC,1,6,7.0,6.333333333333333,5.333333333333333
Line 1,BLOOR STATION,PUSAC,2,5,7.0,7.0,5.333333333333333
Line 1,BLOOR STATION,PUSAC,3,6,7.0,6.333333333333333,5.333333333333333
Line 1,BLOOR STATION,PUSAC,3,21,3.0,3.0,5.333333333333333
Line 1,BLOOR STATION,PUSAC,4,6,5.0,6.333333333333333,5.333333333333333
Line 1,BLOOR STATION,PUSAC,4,8,3.0,3.0,5.333333333333333
Line 1,BLOOR STATION,PUSCR,0,18,4.0,4.0,4.0
Line 1,BLOOR STATION,PUSCR,3,7,4.0,4.0,4.0
Line 1,BLOOR STATION,PUSCR,5,14,4.0,4.0,4.0
Line 1,BLOOR STATION,PUSRA,1,15,0.0,0.0,0.0
Line 1,BLOOR STATION,PUSRA,3,8,0.0,0.0,0.0
Line 1,BLOOR STATION,PUSWZ,2,6,5.0,5.0,5.0
Line 1,BLOOR STATION,PUSZC,1,6,29.0,29.0,29.0
Line 1,BLOOR STATION,PUTD,6,23,40.0,40.0,40.0
Line 1,BLOOR STATION,PUTDN,2,18,38.0,38.0,32.0
Line 1,BLOOR STATION,PUTDN,3,2,0.0,0.0,32.0
Line 1,BLOOR STATION,PUTDN,3,20,58.0,58.0,32.0
Line 1,BLOOR STATION,PUTO,0,4,0.0,0.0,4.75
Line 1,BLOOR STATION,PUTO,4,5,6.0,6.0,4.75
Line 1,BLOOR STATION,PUTO,6,8,7.0,7.0,4.75
Line 1,BLOOR STATION,PUTR,0,6,10.0,7.0,6.9
Line 1,BLOOR STATION,PUTR,2,8,7.0,7.0,6.9
Line 1,BLOOR STATION,PUTR,3,5,3.0,4.0,6.9
Line 1,BLOOR STATION,PUTR,4,5,5.0,4.0,6.9
Line 1,BLOOR STATION,PUTR,4,6,3.0,7.0,6.9
Line 1,BLOOR STATION,PUTR,4,13,9.5,9.5,6.9
Line 1,BLOOR STATION,PUTR,5,6,7.5,7.0,6.9
Line 1,BLOOR STATION,PUTWZ,0,6,5.5,5.333333333333333,6.333333333333333
Line 1,BLOOR STATION,PUTWZ,3,5,7.0,7.0,6.333333333333333
Line 1,BLOOR STATION,PUTWZ,3,6,5.0,5.333333333333333,6.333333333333333
Line 1,BLOOR STATION,PUTWZ,6,8,7.5,7.5,6.333333333333333
Line 1,BLOOR STATION,SUAE,0,20,0.0,0.0,1.3157894736842106
Line 1,BLOOR STATION,SUAE,1,11,0.0,0.0,1.3157894736842106
Line 1,BLOOR STATION,SUAE,1,14,0.0,0.0,1.3157894736842106
Line 1,BLOOR STATION,SUAE,1,15,0.0,0.0,1.3157894736842106
Line 1,BLOOR STATION,SUAE,1,17,0.0,0.0,1.3157894736842106
Line 1,BLOOR STATION,SUAE,3,9,0.0,0.0,1.3157894736842106
Line 1,BLOOR STATION,SUAE,3,12,7.0,1.75,1.3157894736842106
Line 1,BLOOR STATION,SUAE,3,19,0.0,0.0,1.3157894736842106
Line 1,BLOOR STATION,SUAE,4,10,0.0,0.0,1.3157894736842106
Line 1,BLOOR STATION,SUAE,4,12,0.0,1.75,1.3157894736842106
Line 1,BLOOR STATION,SUAE,4,18,15.0,15.0,1.3157894736842106
Line 1,BLOOR STATION,SUAE,4,21,3.0,1.5,1.3157894736842106
Line 1,BLOOR STATION,SUAE,5,9,0.0,0.0,1.3157894736842106
Line 1,BLOOR STATION,SUAE,5,15,0.0,0.0,1.3157894736842106
Line 1,BLOOR STATION,SUAE,5,21,0.0,1.5,1.3157894736842106
Line 1,BLOOR STATION,SUAE,6,12,0.0,1.75,1.3157894736842106
Line 1,BLOOR STATION,SUAP,0,1,12.0,6.0,1.0925925925925926
Line 1,BLOOR STATION,SUAP,0,12,3.5,3.75,1.0925925925925926
Line 1,BLOOR STATION,SUAP,0,19,0.0,0.0,1.0925925925925926
Line 1,BLOOR STATION,SUAP,0,21,0.0,0.8333333333333334,1.0925925925925926
Line 1,BLOOR STATION,SUAP,1,10,0.0,0.0,1.0925925925925926
Line 1,BLOOR STATION,SUAP,1,15,0.0,1.0,1.0925925925925926
Line 1,BLOOR STATION,SUAP,1,16,5.0,1.0,1.0925925925925926
Line 1,BLOOR STATION,SUAP,1,18,0.0,0.0,1.0925925925925926
Line 1,BLOOR STATION,SUAP,1,21,0.0,0.8333333333333334,1.0925925925925926
Line 1,BLOOR STATION,SUAP,2,1,0.0,6.0,1.0925925925925926
Line 1,BLOOR STATION,SUAP,2,7,0.0,0.0,1.0925925925925926
Line 1,BLOOR STATION,SUAP,2,9,0.0,0.0,1.0925925925925926
Line 1,BLOOR STATION,SUAP,2,12,0.0,3.75,1.0925925925925926
Line 1,BLOOR STATION,SUAP,2,14,6.0,3.0,1.0925925925925926
Line 1,BLOOR STATION,SUAP,2,15,3.0,1.0,1.0925925925925926
Line 1,BLOOR STATION,SUAP,2,16,0.0,1.0,1.0925925925925926
Line 1,BLOOR STATION,SUAP,2,20,0.0,0.0,1.0925925925925926
Line 1,BLOOR STATION,SUAP,2,22,0.0,0.0,1.0925925925925926
Line 1,BLOOR STATION,SUAP,2,23,0.0,0.0,1.0925925925925926
Line 1,BLOOR STATION,SUAP,3,6,0.0,0.0,1.0925925925925926
Line 1,BLOOR STATION,SUAP,3,8,4.0,4.0,1.0925925925925926
Line 1,BLOOR STATION,SUAP,3,9,0.0,0.0,1.0925925925925926
Line 1,BLOOR STATION,SUAP,3,11,0.0,2.0,1.0925925925925926
Line 1,BLOOR STATION,SUAP,3,12,8.0,3.75,1.0925925925925926
Line 1,BLOOR STATION,SUAP,3,15,0.0,1.0,1.0925925925925926
Line 1,BLOOR STATION,SUAP,3,16,0.0,1.0,1.0925925925925926
Line 1,BLOOR STATION,SUAP,3,18,0.0,0.0,1.0925925925925926
Line 1,BLOOR STATION,SUAP,3,19,0.0,0.0,1.0925925925925926
Line 1,BLOOR STATION,SUAP,3,20,0.0,0.0,1.0925925925925926
Line 1,BLOOR STATION,SUAP,3,21,1.6666666666666667,0.8333333333333334,1.0925925925925926
Line 1,BLOOR STATION,SUAP,3,22,0.0,0.0,1.0925925925925926
Line 1,BLOOR STATION,SUAP,4,0,0.0,0.0,1.0925925925925926
Line 1,BLOOR STATION,SUAP,4,6,0.0,0.0,1.0925925925925926
Line 1,BLOOR STATION,SUAP,4,11,0.0,2.0,1.0925925925925926
Line 1,BLOOR STATION,SUAP,4,16,0.0,1.0,1.0925925925925926
Line 1,BLOOR STATION,SUAP,4,17,0.0,0.0,1.0925925925925926
Line 1,BLOOR STATION,SUAP,4,18,0.0,0.0,1.0925925925925926
Line 1,BLOOR STATION,SUAP,4,22,0.0,0.0,1.0925925925925926
Line 1,BLOOR STATION,SUAP,5,17,0.0,0.0,1.0925925925925926
Line 1,BLOOR STATION,SUAP,5,18,0.0,0.0,1.0925925925925926
Line 1,BLOOR STATION,SUAP,6,11,6.0,2.0,1.0925925925925926
Line 1,BLOOR STATION,SUAP,6,14,0.0,3.0,1.0925925925925926
Line 1,BLOOR STATION,SUAP,6,19,0.0,0.0,1.0925925925925926
Line 1,BLOOR STATION,SUAP,6,20,0.0,0.0,1.0925925925925926
Line 1,BLOOR STATION,SUBT,6,14,40.0,40.0,40.0
Line 1,BLOOR STATION,SUDP,0,0,1.3333333333333333,1.6666666666666667,1.4300791556728232
Line 1,BLOOR STATION,SUDP,0,6,1.5,0.5,1.4300791556728232
Line 1,BLOOR STATION,SUDP,0,7,2.3333333333333335,0.6521739130434783,1.4300791556728232
Line 1,BLOOR STATION,SUDP,0,8,2.1666666666666665,2.033333333333333,1.4300791556728232
Line 1,BLOOR STATION,SUDP,0,9,0.0,1.4666666666666666,1.4300791556728232
Line 1,BLOOR STATION,SUDP,0,10,1.0,1.375,1.4300791556728232
Line 1,BLOOR STATION,SUDP,0,11,1.6666666666666667,1.55,1.4300791556728232
Line 1,BLOOR STATION,SUDP,0,12,0.0,0.6206896551724138,1.4300791556728232
Line 1,BLOOR STATION,SUDP,0,13,1.8,1.4705882352941178,1.4300791556728232
Line 1,BLOOR STATION,SUDP,0,14,1.5,0.9444444444444444,1.4300791556728232
Line 1,BLOOR STATION,SUDP,0,15,1.6666666666666667,1.45,1.4300791556728232
Line 1,BLOOR STATION,SUDP,0,16,1.3333333333333333,1.875,1.4300791556728232
Line 1,BLOOR STATION,SUDP,0,17,1.5,2.0384615384615383,1.4300791556728232
Line 1,BLOOR STATION,SUDP,0,18,1.5,1.0476190476190477,1.4300791556728232
Line 1,BLOOR STATION,SUDP,0,19,2.5,2.263157894736842,1.4300791556728232
Line 1,BLOOR STATION,SUDP,0,20,2.3333333333333335,0.9,1.4300791556728232
Line 1,BLOOR STATION,SUDP,0,21,0.0,1.8,1.4300791556728232
Line 1,BLOOR STATION,SUDP,0,22,4.666666666666667,1.7619047619047619,1.4300791556728232
Line 1,BLOOR STATION,SUDP,0,23,0.0,1.0,1.4300791556728232
Line 1,BLOOR STATION,SUDP,1,0,3.0,1.6666666666666667,1.4300791556728232
Line 1,BLOOR STATION,SUDP,1,1,0.0,2.0,1.4300791556728232
Line 1,BLOOR STATION,SUDP,1,6,0.0,0.5,1.4300791556728232
Line 1,BLOOR STATION,SUDP,1,7,0.0,0.6521739130434783,1.4300791556728232
Line 1,BLOOR STATION,SUDP,1,8,1.25,2.033333333333333,1.4300791556728232
Line 1,BLOOR STATION,SUDP,1,9,1.6666666666666667,1.4666666666666666,1.4300791556728232
Line 1,BLOOR STATION,SUDP,1,10,1.4,1.375,1.4300791556728232
Line 1,BLOOR STATION,SUDP,1,11,1.0,1.55,1.4300791556728232
Line 1,BLOOR STATION,SUDP,1,12,2.2,0.6206896551724138,1.4300791556728232
Line 1,BLOOR STATION,SUDP,1,13,2.0,1.4705882352941178,1.4300791556728232
Line 1,BLOOR STATION,SUDP,1,14,1.0,0.9444444444444444,1.4300791556728232
Line 1,BLOOR STATION,SUDP,1,15,2.75,1.45,1.4300791556728232
Line 1,BLOOR STATION,SUDP,1,16,3.0,1.875,1.4300791556728232
Line 1,BLOOR STATION,SUDP,1,17,1.25,2.0384615384615383,1.4300791556728232
Line 1,BLOOR STATION,SUDP,1,18,0.75,1.0476190476190477,1.4300791556728232
Line 1,BLOOR STATION,SUDP,1,19,1.3333333333333333,2.263157894736842,1.4300791556728232
Line 1,BLOOR STATION,SUDP,1,21,4.0,1.8,1.4300791556728232
Line 1,BLOOR STATION,SUDP,1,22,0.0,1.7619047619047619,1.4300791556728232
Line 1,BLOOR STATION,SUDP,2,1,2.0,2.0,1.4300791556728232
Line 1,BLOOR STATION,SUDP,2,6,0.0,0.5,1.4300791556728232
Line 1,BLOOR STATION,SUDP,2,7,1.5,0.6521739130434783,1.4300791556728232
Line 1,BLOOR STATION,SUDP,2,8,0.0,2.033333333333333,1.4300791556728232
Line 1,BLOOR STATION,SUDP,2,9,2.6666666666666665,1.4666666666666666,1.4300791556728232
